surname,nationality,split
bakh,Russian,train
pohilko,Russian,train
luhvich,Russian,train
researcher,Russian,train
basyuk,Russian,train
chepurov,Russian,train
hlupin,Russian,train
abukhov,Russian,train
mokrushev,Russian,train
yakutin,Russian,train
andrushkevich,Russian,train
tchekhlakovsky,Russian,train
ustinkin,Russian,train
shakhovskoi,Russian,train
tchekmasov,Russian,train
likhodei,Russian,train
davlyatov,Russian,train
eidelman,Russian,train
zolkin,Russian,train
baban,Russian,train
pochitalin,Russian,train
pitomets,Russian,train
filipovsky,Russian,train
baidjanov,Russian,train
jerdev,Russian,train
ribakov,Russian,train
page,Russian,train
paradiz,Russian,train
kalinsky,Russian,train
shening,Russian,train
astrahankin,Russian,train
kalinko,Russian,val
kartomyshev,Russian,val
tumilovich,Russian,val
zhernakov,Russian,val
gulamov,Russian,val
zhimailov,Russian,val
baibakov,Russian,val
eidelstein,Russian,val
grigoriev,Russian,val
isaenko,Russian,val
turno,Russian,val
zhiharevitch,Russian,val
plis,Russian,val
loder,Russian,val
bibichev,Russian,val
talkov,Russian,val
jangarber,Russian,val
talpin,Russian,val
hairullov,Russian,val
abrarov,Russian,val
abolikhin,Russian,val
abrasimov,Russian,val
zherebko,Russian,val
muzychenko,Russian,val
batchish,Russian,val
velikih,Russian,val
gladysh,Russian,val
noschenko,Russian,val
turkin,Russian,val
loskutov,Russian,val
mahlinsky,Russian,val
djakson,Russian,val
jebo,Russian,val
jitluhin,Russian,val
martzevich,Russian,val
taltskov,Russian,val
vihert,Russian,val
golotyuk,Russian,val
vainrub,Russian,val
abudikhin,Russian,val
marshak,Russian,val
badersky,Russian,val
sakson,Russian,val
haskin,Russian,val
jornyak,Russian,val
getsen,Russian,val
mihalchuk,Russian,val
habibulaev,Russian,val
yangarber,Russian,val
muzychka,Russian,val
porkhun,Russian,val
movsumadze,Russian,val
zhalnin,Russian,val
podsvirov,Russian,val
yablonsky,Russian,val
jeleznikov,Russian,val
tchaleev,Russian,val
obolensky,Russian,val
virichev,Russian,val
yagubsky,Russian,val
peltsman,Russian,val
otyutsky,Russian,val
visilkin,Russian,val
gest,Russian,val
grushka,Russian,val
vanyashin,Russian,val
nyashin,Russian,val
awdoshin,Russian,val
tzeluiko,Russian,val
baturov,Russian,val
datsenko,Russian,val
savinov,Russian,val
pazuhin,Russian,val
tseiner,Russian,val
dogadin,Russian,val
gau,Russian,val
momdjyan,Russian,val
levish,Russian,val
fedchenko,Russian,val
haritonenko,Russian,val
likin,Russian,val
dasaev,Russian,val
baboshin,Russian,val
nevitsky,Russian,val
marutenkov,Russian,val
to,Russian,val
liverovsky,Russian,val
lutovinov,Russian,val
danich,Russian,val
zhamsuev,Russian,val
balabanov,Russian,val
yakhimovich,Russian,val
mokritsky,Russian,val
nastoyaschy,Russian,val
mikhaltsev,Russian,val
astsaturov,Russian,val
abdrakhimov,Russian,val
abdrashitov,Russian,val
yanover,Russian,val
pahalchuk,Russian,val
muijel,Russian,val
teterin,Russian,val
lapakov,Russian,val
mokronosov,Russian,val
marshalko,Russian,val
zhirnikov,Russian,val
jiril,Russian,val
turulo,Russian,val
abzgildin,Russian,val
davidenko,Russian,val
yatzyk,Russian,val
jakovenko,Russian,val
zhigun,Russian,val
mikhilev,Russian,val
timaev,Russian,val
renkevich,Russian,val
voznesensky,Russian,val
tuboltsev,Russian,val
rokhin,Russian,val
lodochnikov,Russian,val
adamyants,Russian,val
patsiorkovsky,Russian,val
demirhanov,Russian,val
janbarisov,Russian,val
yufryakov,Russian,val
mochanov,Russian,val
halkiopov,Russian,val
divaev,Russian,val
avtokratov,Russian,val
vakulsky,Russian,val
tcharukhin,Russian,val
eretsky,Russian,val
haryukov,Russian,val
rekshinsky,Russian,val
golosnenko,Russian,val
eig,Russian,val
tcheh,Russian,val
polivka,Russian,val
jahno,Russian,val
janovich,Russian,val
harlov,Russian,val
shamshurov,Russian,val
abyzgiddin,Russian,val
natalushko,Russian,val
jahaev,Russian,val
remezentsev,Russian,val
zhitinkin,Russian,val
zhelezovsky,Russian,val
ruzsky,Russian,val
adelhanov,Russian,val
chikanov,Russian,val
turischev,Russian,val
zhurko,Russian,val
gagin,Russian,val
himonenko,Russian,val
adamenko,Russian,val
valtchikovski,Russian,val
tomeev,Russian,val
heveshi,Russian,val
adelfinsky,Russian,val
zhirkevich,Russian,val
tselovalnikov,Russian,val
hanzhin,Russian,val
zhilenkov,Russian,val
yanaki,Russian,val
ryjkin,Russian,val
bautin,Russian,val
mihelson,Russian,val
mujikov,Russian,val
elanchik,Russian,val
polibin,Russian,val
gets,Russian,val
janjul,Russian,val
humaryan,Russian,val
forsh,Russian,val
deribas,Russian,val
toien,Russian,val
vasyaev,Russian,val
onusaitis,Russian,val
zhizhnov,Russian,val
zozrov,Russian,val
cherchen,Russian,val
harlashenkov,Russian,val
babaev,Russian,val
kalachov,Russian,val
shakhnovsky,Russian,val
gafarov,Russian,val
maryanovsky,Russian,val
nasrutdinov,Russian,val
yafrakov,Russian,val
ville,Russian,val
saikov,Russian,val
lykoshin,Russian,val
kalatin,Russian,val
gulyaschih,Russian,val
bazovski,Russian,val
chihanchin,Russian,val
huroshvili,Russian,val
atabekyan,Russian,val
abubekeroff,Russian,val
vakulko,Russian,val
abdulbasirov,Russian,val
dovgusha,Russian,val
gulevsky,Russian,val
imnadze,Russian,val
muzykin,Russian,val
zhiganov,Russian,val
tikhin,Russian,val
tchekhluev,Russian,val
lutov,Russian,val
durnev,Russian,val
jijnov,Russian,val
hurtsilava,Russian,val
hakhulin,Russian,val
first,Russian,val
yakubov,Russian,val
mozhaikin,Russian,val
babienko,Russian,val
gataullin,Russian,val
zhegin,Russian,val
gorskov,Russian,val
jokin,Russian,val
fazylzyanov,Russian,val
bagmewski,Russian,val
bezumov,Russian,val
pyhov,Russian,val
emyshev,Russian,val
tugujekov,Russian,val
schetinkin,Russian,val
hurdey,Russian,val
vilkovsky,Russian,val
tsakh,Russian,val
gudovsky,Russian,val
uzhentsev,Russian,val
pahmutov,Russian,val
gorski,Russian,val
pribylov,Russian,val
chikviladze,Russian,val
obuh,Russian,val
gribanovsky,Russian,val
chanchikov,Russian,val
yablontsev,Russian,val
vyaltsev,Russian,val
august,Russian,val
roganov,Russian,val
bazhenov,Russian,val
adoduroff,Russian,val
bahtchivandji,Russian,val
ilyushin,Russian,val
lody,Russian,val
makharov,Russian,val
agapotchkin,Russian,val
schepansky,Russian,val
valentsev,Russian,val
chukhnovsky,Russian,val
adolf,Russian,val
eikhenvald,Russian,val
vilgelminin,Russian,val
tovuu,Russian,val
pohilchuk,Russian,val
pelih,Russian,val
zhdankin,Russian,val
talanov,Russian,val
kalambetov,Russian,val
ablaev,Russian,val
amelyakin,Russian,val
zinchenko,Russian,val
tulub,Russian,val
danichkin,Russian,val
avsenev,Russian,val
vyglovsky,Russian,val
yanshin,Russian,val
yamaletdinov,Russian,val
shalmanov,Russian,val
zhohov,Russian,val
adzhalov,Russian,val
jevlakov,Russian,val
jabin,Russian,val
mndoyants,Russian,val
batchurin,Russian,val
shamarin,Russian,val
jinkin,Russian,val
rakhletzky,Russian,val
lihomanov,Russian,val
enchev,Russian,val
awrorin,Russian,val
juravlenko,Russian,val
lodyjensky,Russian,val
zhohin,Russian,val
holomeev,Russian,val
haikin,Russian,val
privorotsky,Russian,val
zhiznevsky,Russian,val
awakoff,Russian,val
natochin,Russian,val
jalamov,Russian,val
nahamkin,Russian,val
abramoff,Russian,val
molochnikov,Russian,val
nasibullaev,Russian,val
yakuba,Russian,val
belorusov,Russian,val
yuzvyuk,Russian,val
shaikov,Russian,val
awtukhoff,Russian,val
baitchikov,Russian,val
zhelnin,Russian,val
pituhin,Russian,val
livenzon,Russian,val
belotserkovets,Russian,val
juravkov,Russian,val
rahmail,Russian,val
levit,Russian,val
anikin,Russian,val
senyakovich,Russian,val
dogmarov,Russian,val
iskakov,Russian,val
tselikov,Russian,val
bagryanski,Russian,val
chertkovsky,Russian,val
lupichev,Russian,val
biryukov,Russian,val
bakunoff,Russian,val
tsvetnov,Russian,val
babich,Russian,val
shenkarev,Russian,val
abrosimoff,Russian,val
shalagin,Russian,val
mordkin,Russian,val
chekhladze,Russian,val
bagrov,Russian,val
galler,Russian,val
anuriev,Russian,val
jija,Russian,val
jatsuba,Russian,val
likhobaba,Russian,val
obyedkov,Russian,val
vasyukov,Russian,val
mihailin,Russian,val
abukhoff,Russian,val
horoshavtsev,Russian,val
luhovitsky,Russian,val
zhilchikov,Russian,val
gololobov,Russian,val
zhegulin,Russian,val
ligorner,Russian,val
bakshansky,Russian,val
to,Russian,val
trukhanovsky,Russian,val
helashvili,Russian,val
jamoida,Russian,val
baiburski,Russian,val
lebedich,Russian,val
belogorsky,Russian,val
grodetsky,Russian,val
molotkov,Russian,test
minskoi,Russian,test
imerlishvili,Russian,test
filipkov,Russian,test
baidukov,Russian,test
jakhot,Russian,test
mozharenko,Russian,test
martyushev,Russian,test
balakin,Russian,test
divnov,Russian,test
muzrukov,Russian,test
abrahimoff,Russian,test
piskovoy,Russian,test
charushin,Russian,test
levitin,Russian,test
muzhdabaev,Russian,test
hachirov,Russian,test
chanyshev,Russian,test
balanowski,Russian,test
jirikov,Russian,test
bairamukov,Russian,test
kalimakhi,Russian,test
zhmaev,Russian,test
zhestkov,Russian,test
zeifert,Russian,test
mojin,Russian,test
homyakov,Russian,test
raikh,Russian,test
tsarenko,Russian,test
mnatsakanyan,Russian,test
rzhevsky,Russian,test
horanov,Russian,test
vilyamovsky,Russian,test
digurov,Russian,test
baevsky,Russian,test
morduhovich,Russian,test
bibishev,Russian,test
turik,Russian,test
cheparev,Russian,test
pakhomov,Russian,test
marfunin,Russian,test
davydchenko,Russian,test
tovarovsky,Russian,test
birich,Russian,test
tzarevsky,Russian,test
hairyuzov,Russian,test
zhulev,Russian,test
detkov,Russian,test
jura,Russian,test
galkin,Russian,test
nasikovsky,Russian,test
baer,Russian,test
esenin,Russian,test
davydovich,Russian,test
adrianoff,Russian,test
tsarik,Russian,test
zhurin,Russian,test
andruhov,Russian,test
janowich,Russian,test
troinitsky,Russian,test
jandarbiev,Russian,test
lichko,Russian,test
penkovsky,Russian,test
vinichenko,Russian,test
bachurin,Russian,test
chepulyanis,Russian,test
page,Russian,test
baumgarten,Russian,test
serejnikov,Russian,test
lepehin,Russian,test
vozovik,Russian,test
kalimullin,Russian,test
elentuh,Russian,test
fazleev,Russian,test
paranin,Russian,test
jagutyan,Russian,test
lysihin,Russian,test
martzenkov,Russian,test
kats,Russian,test
zelentsov,Russian,test
vanjula,Russian,test
lgov,Russian,test
andryuschenko,Russian,test
adylov,Russian,test
jegulin,Russian,test
vyschipan,Russian,test
lapikov,Russian,test
jalchevsky,Russian,test
parensky,Russian,test
taldykin,Russian,test
babanov,Russian,test
zasyad ko,Russian,test
aivazovski,Russian,test
ilyahin,Russian,test
minin,Russian,test
velsovsky,Russian,test
pohmel nyh,Russian,test
janishevsky,Russian,test
gujov,Russian,test
shiraev,Russian,test
dovjenko,Russian,test
tumanovsky,Russian,test
tzarenko,Russian,test
goloveshkin,Russian,test
rahlevsky,Russian,test
nezamutdinov,Russian,test
gassiy,Russian,test
likov,Russian,test
hudabirdin,Russian,test
makushkin,Russian,test
jelohovtsev,Russian,test
havrichev,Russian,test
turkov,Russian,test
utropov,Russian,test
miheev,Russian,test
uhanov,Russian,test
zhernokleev,Russian,test
rjavinsky,Russian,test
murov,Russian,test
andrusiv,Russian,test
doga,Russian,test
verpeto,Russian,test
jeltouhov,Russian,test
shalunov,Russian,test
pyshkin,Russian,test
minniahmetov,Russian,test
adamiants,Russian,test
davydov,Russian,test
pridvorov,Russian,test
leitman,Russian,test
otmahov,Russian,test
lejenko,Russian,test
shazzo,Russian,test
bagrintsev,Russian,test
chikurov,Russian,test
jamilov,Russian,test
chepasov,Russian,test
raikov,Russian,test
holyuchenko,Russian,test
minko,Russian,test
grigoriev,Russian,test
dahin,Russian,test
elashkin,Russian,test
jankis,Russian,test
horoshih,Russian,test
munster,Russian,test
berezin,Russian,test
awertcheff,Russian,test
yudovich,Russian,test
davidzon,Russian,test
egamberdiev,Russian,test
desyatov,Russian,test
dantsig,Russian,test
shahbazyan,Russian,test
agaltsov,Russian,test
vikhirev,Russian,test
gudov,Russian,test
galenkov,Russian,test
gudim,Russian,test
jukhnev,Russian,test
tulakov,Russian,test
ryzhakov,Russian,test
isangulov,Russian,test
martsevich,Russian,test
yadne,Russian,test
kachnov,Russian,test
truhanov,Russian,test
zhizhemsky,Russian,test
zheltukhin,Russian,test
jeltov,Russian,test
makaseev,Russian,test
tursunov,Russian,test
vaginov,Russian,test
zharmuhamedov,Russian,test
chalykh,Russian,test
glezarov,Russian,test
yatzevich,Russian,test
renzyaev,Russian,test
jelyabujsky,Russian,test
tsigleev,Russian,test
egorin,Russian,test
agadjanyan,Russian,test
mumdjian,Russian,test
rotast,Russian,test
zhebrovsky,Russian,test
beilis,Russian,test
haneev,Russian,test
juferev,Russian,test
antoshin,Russian,test
demich,Russian,test
usievich,Russian,test
polivoda,Russian,test
jakhin,Russian,test
hamaev,Russian,test
yaburov,Russian,test
destunis,Russian,test
badov,Russian,test
zhalybin,Russian,test
abramkoff,Russian,test
lihosherstov,Russian,test
limitovsky,Russian,test
vertelko,Russian,test
prokudin,Russian,test
barabanschikov,Russian,test
hlynov,Russian,test
vyakhirev,Russian,test
awakyan,Russian,test
juravel,Russian,test
mukke,Russian,test
zhovnir,Russian,test
abramowich,Russian,test
ustenko,Russian,test
balakhontsev,Russian,test
marhanov,Russian,test
zasypkin,Russian,test
agrikov,Russian,test
prokuronov,Russian,test
martzenyuk,Russian,test
karteshkin,Russian,test
mstislavets,Russian,test
egerev,Russian,test
marks,Russian,test
avlukov,Russian,test
yanibekov,Russian,test
aushev,Russian,test
pyhteev,Russian,test
mollo,Russian,test
dzhisev,Russian,test
guio,Russian,test
lysyh,Russian,test
juzva,Russian,test
vasyanovich,Russian,test
abdrahmanoff,Russian,test
jakimovich,Russian,test
andreevsky,Russian,test
hakhva,Russian,test
kalinov,Russian,test
glagolev,Russian,test
baklagin,Russian,test
lepihov,Russian,test
tudorovsky,Russian,test
rovkov,Russian,test
dehtyar,Russian,test
myatishkin,Russian,test
zhokin,Russian,test
goncharuk,Russian,test
ivanov,Russian,test
grozovsky,Russian,test
gulichev,Russian,test
ryzhankov,Russian,test
abramtsev,Russian,test
hamatnurov,Russian,test
shendel,Russian,test
gulishambarov,Russian,test
homutnikov,Russian,test
tchajegov,Russian,test
sheludshev,Russian,test
multakh,Russian,test
dubatkov,Russian,test
rohatsevich,Russian,test
bakhtiev,Russian,test
engelgard,Russian,test
babutski,Russian,test
chadov,Russian,test
vikharev,Russian,test
vyalba,Russian,test
vertkin,Russian,test
tzahilov,Russian,test
velyashev,Russian,test
judakov,Russian,test
zhiro,Russian,test
rujentsov,Russian,test
jeimo,Russian,test
zastrojny,Russian,test
pitaevsky,Russian,test
matzkovsky,Russian,test
pajitnov,Russian,test
atajakhov,Russian,test
mlachnev,Russian,test
diveev,Russian,test
pliner,Russian,test
jakovlev,Russian,test
anipkin,Russian,test
avilov,Russian,test
jablonowsky,Russian,test
rahov,Russian,test
isachenkov,Russian,test
haibullin,Russian,test
dardyk,Russian,test
zhidenko,Russian,test
yuferev,Russian,test
govallo,Russian,test
vikhert,Russian,test
ukhtomsky,Russian,test
marushkin,Russian,test
abaloff,Russian,test
pekhotin,Russian,test
verushkin,Russian,test
engver,Russian,test
leiviman,Russian,test
zhigalin,Russian,test
katsepov,Russian,test
awksentiewski,Russian,test
belich,Russian,test
aboyantsev,Russian,test
jablontsev,Russian,test
fistal,Russian,test
dzhaldzhireev,Russian,test
